Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a546d700-4d83-ee33-b7f6-3ed856115d7f,1988-11-10,,999-92-1938,S99927752,X13473279X,Mr.,Anthony633,Antoine384,Bins636,,,S,black,nonhispanic,M,Newburyport  Massachusetts  US,232 Schmidt Pathway Suite 2,Boston,Massachusetts,Suffolk County,25025,02116,42.249319048407074,-71.17129005683898,133505.74,0.00,71690
3441610a-9b94-88fc-154f-1aaae511977d,1965-06-15,,999-84-4065,S99911840,X22837216X,Mrs.,Sharika71,Eboni653,Pacocha935,,Halvorson124,M,white,nonhispanic,F,Boston  Massachusetts  US,885 Koelpin Trail Suite 77,Brookline,Massachusetts,Norfolk County,25021,02446,42.30635068470474,-71.13643011596292,202889.33,226188.69,733461
902d7ac0-d020-01a0-a28e-909ac6016849,1989-06-18,,999-75-4491,S99974189,X63325312X,Mr.,Dallas143,,Tillman293,,,S,asian,nonhispanic,M,Busan  Busan  KR,606 Rutherford Fork,Lynnfield,Massachusetts,Essex County,25009,01940,42.56501848844132,-71.06414916359438,64106.37,2079.56,159006
63d925b9-3fdf-eebb-a265-47893a70daa5,1990-09-06,,999-95-7757,S99917382,X35972778X,Mrs.,Willow678,Phuong301,Willms744,,Pollich983,M,white,nonhispanic,F,Waltham  Massachusetts  US,745 Quitzon Trafficway Suite 52,Quincy,Massachusetts,Norfolk County,25021,02171,42.216455435740684,-71.11320534699956,193471.49,662544.61,95421
e2ecf710-9857-dc92-8389-6105b19ae370,1953-04-16,1958-05-24,999-20-7614,,,,Jerald662,Santo387,Harris789,,,,white,nonhispanic,M,Dedham  Massachusetts  US,1063 Metz Dam Apt 79,Turners Falls,Massachusetts,Franklin County,25011,01376,42.60721102599432,-72.50719282893024,2287.58,27857.39,23837
cc0c8316-988b-aa9d-ca77-b73fe66146ab,1956-02-04,,999-50-8156,S99957839,X45994542X,Mr.,Leandro563,Eddie505,Lesch175,,,D,asian,nonhispanic,M,Worcester  Massachusetts  US,590 Konopelski Gateway Apt 52,Cohasset,Massachusetts,Norfolk County,,00000,42.31137492769961,-70.80633732824525,411201.27,874676.07,69611
653714e7-0795-6792-b71e-4d1d6a561b8b,1978-07-11,,999-82-3899,S99912911,X60759057X,Mr.,Augustine565,,Durgan499,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,956 Bayer Manor Unit 47,Williamstown,Massachusetts,Berkshire County,25003,01267,42.74193021227632,-73.19895072045092,83598.61,145582.07,395056
1a32e34e-f209-db84-fa1e-8969dd59e708,1953-04-16,,999-52-7350,S99911565,X21405285X,Mr.,Lamont867,Darrel772,Corwin846,,,D,white,nonhispanic,M,Stow  Massachusetts  US,996 Hartmann Crossroad Suite 32,Turners Falls,Massachusetts,Franklin County,25011,01376,42.63765057688037,-72.56048113180029,179883.89,857290.03,23837
3cf13350-7ac0-c72f-284d-aec184bd87ca,1941-06-24,2003-09-27,999-23-9211,S99960086,X63388701X,Mr.,Graig740,Brett333,Schinner682,,,W,white,nonhispanic,M,Framingham  Massachusetts  US,959 Gulgowski Knoll,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.58471447046626,-70.55128606058106,149042.71,34195.76,138454
1551a0b2-884a-e9a0-96bf-20a67c02595a,1981-04-20,,999-43-5291,S99981098,X78467902X,Ms.,Susie661,Lavina533,Price929,,,S,white,nonhispanic,F,Plymouth  Massachusetts  US,945 Strosin Gate,Canton,Massachusetts,Norfolk County,,00000,42.220178608654805,-71.16592711391974,112962.92,383914.54,852597
187dfe11-1aa1-ad0e-f4b3-0f11cb020f96,1943-05-19,,999-59-8373,S99997078,X85855338X,Mrs.,Lavern240,Mackenzie361,Friesen796,,Huel628,M,white,nonhispanic,F,Saugus  Massachusetts  US,893 Johns Burg,Bourne,Massachusetts,Barnstable County,25001,02532,41.74490523670072,-70.58717057316073,1229834.86,645901.96,56117
52689dc0-7acb-0c65-f205-62f4a5d1556d,1958-10-19,2022-12-22,999-89-8168,S99979753,X47769983X,Mr.,Elton404,Lorenzo669,Lang846,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,542 Fay Lane Suite 97,Bellingham,Massachusetts,Norfolk County,25021,02019,42.09082849620728,-71.494513491266,177162.69,3748069.23,108214
59a2e1fd-48c5-e1e1-697b-ed082755e47f,1996-06-07,,999-71-9848,S99937739,X64915549X,Mr.,Parker433,Rudy520,Larkin917,,,S,white,nonhispanic,M,Boston  Massachusetts  US,359 West Crossroad,Waltham,Massachusetts,Middlesex County,25017,02472,42.44008359201272,-71.23495861409117,63731.35,0.00,106402
4225ee56-a3cf-7996-e47e-28ea73355698,2014-03-27,,999-88-8002,,,,Wilfred787,Seymour882,Zemlak964,,,,white,nonhispanic,M,New Marlborough  Massachusetts  US,467 Wisoky Course,Springfield,Massachusetts,Hampden County,25013,01106,42.12182127338889,-72.50757070574585,2761.27,42301.78,21086
58cb1d99-5538-818e-32ee-cafa37e7439b,2018-03-22,,999-60-4267,,,,Kirk871,Josiah310,Farrell962,,,,white,nonhispanic,M,Acton  Massachusetts  US,318 McCullough Parade,Marshfield,Massachusetts,Plymouth County,25023,02050,42.09858432813613,-70.70606943180577,14247.29,14649.38,72522
24f74d45-c219-8748-0993-31258815cbe0,1995-10-07,,999-27-1570,S99969761,X48440819X,Mr.,Clinton763,Woodrow571,Moore224,,,M,white,nonhispanic,M,Boston  Massachusetts  US,120 Bruen Hollow,Springfield,Massachusetts,Hampden County,25013,01105,42.129296896847926,-72.4826682558015,73838.74,4350.38,72571
f7410fb7-0709-d3e5-9e87-6733dbcef000,1941-06-24,,999-69-9040,S99964166,X82722263X,Mr.,Rufus33,Sang383,Schamberger479,,,D,white,nonhispanic,M,Holden  Massachusetts  US,659 Sipes Brook Suite 71,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.55131790721274,-70.52174169361743,219996.14,176308.70,138454
de8268a4-4754-02d2-32cf-6289468401e9,1995-02-19,,999-40-6991,S99985416,X19769260X,Mrs.,Danika134,,Beatty507,,Feil794,M,white,nonhispanic,F,Peabody  Massachusetts  US,306 Stroman Camp Apt 74,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.25729178615312,-71.52058467359659,80943.73,242852.61,197375
448b5422-36fd-b76f-9a72-0ec979bb2f74,1999-07-05,,999-54-5252,S99948926,X43438649X,Mr.,Rory188,,Baumbach677,,,,white,nonhispanic,M,Dracut  Massachusetts  US,261 Ernser Mews Unit 85,Belchertown,Massachusetts,Hampshire County,25015,01007,42.23668926981351,-72.41492546347256,70329.18,20735.33,173729
19e7fe07-b7d3-97c3-3adb-4ffe93902974,1969-09-17,,999-50-6160,S99946622,X35469380X,Mrs.,Leida589,,Pfeffer420,,Conroy74,D,white,nonhispanic,F,Boston  Massachusetts  US,996 Moen Forge Apt 89,Salem,Massachusetts,Essex County,25009,01907,42.47165478229747,-70.88015492197185,70344.14,247163.68,445
dc84abc5-a07f-00cb-c7d7-91c1e976b3e8,1999-07-24,,999-25-1838,S99913171,X82078533X,Ms.,Marilou153,Elvie131,Hegmann834,,,,white,nonhispanic,F,Millis  Massachusetts  US,756 Beahan Rest,Chelsea,Massachusetts,Suffolk County,25017,02149,42.42209399278984,-71.07476627810202,10689.74,374284.98,24028
f7b800ed-1884-d158-f114-915726bddc48,1958-10-19,,999-39-4725,S99970894,X52560929X,Mr.,Frederic454,Jamie386,Kautzer186,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,958 Hagenes Heights Suite 30,Bellingham,Massachusetts,Norfolk County,25021,02019,42.06851136861523,-71.49982067447075,332211.37,74251.40,108214
1ea5ca81-ab2f-ae47-6413-7cc8c5f1b815,1953-07-23,,999-24-5807,S99941327,X21420027X,Mrs.,Latasha666,Charlyn749,Orn563,,Lockman863,D,white,nonhispanic,F,Chelsea  Massachusetts  US,867 Bruen Boulevard Apt 31,Holyoke,Massachusetts,Hampden County,25013,01040,42.16582999586979,-72.63640975990967,934006.06,389759.35,80672
d7a47289-27ca-d1d0-12c3-789594f3d0d5,2024-10-16,,999-94-7115,,,,Jarvis643,Simon598,Ondricka197,,,,white,nonhispanic,M,Boston  Massachusetts  US,521 Mueller Union,Hingham,Massachusetts,Plymouth County,25023,02043,42.254186122087326,-70.87156397761102,4051.85,4543.36,60134
1a0646da-e6a5-2d8d-cdda-02225482dea8,1974-01-05,,999-51-6647,S99983088,X84067444X,Mr.,Elmer371,Zachariah133,Skiles927,,,M,white,nonhispanic,M,Huntington  Massachusetts  US,1092 Howell Ranch Suite 12,Attleboro,Massachusetts,Bristol County,44007,02861,41.925752440425626,-71.33210064188182,12883.73,753603.28,17600
89306bce-71ec-34cd-a3d3-161f64bdc72d,1967-08-10,,999-41-3303,S99927064,X17742738X,Mrs.,Stefany238,Tamesha39,Douglas31,,Daniel959,M,white,nonhispanic,F,Norwood  Massachusetts  US,653 Mayert Overpass,Deerfield,Massachusetts,Franklin County,25011,01342,42.56556283334097,-72.59780012155531,1039816.24,494428.12,83201
5ac1c2e4-57de-17be-f578-be8c81133f46,1964-07-12,,999-60-8855,S99948153,X4527135X,Ms.,Darla154,,Renner328,,,S,black,hispanic,F,Amherst  Massachusetts  US,1023 Wolff View,Boston,Massachusetts,Suffolk County,25025,02203,42.318564044343226,-71.06472451875749,1211208.84,920251.70,399
